blind_id,direct_label,confidence,evidence,review_status,annotator,annotated_at
B28f500116894,focus,high,steady worksheet writing,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
Bad5aca2a53cf,focus,high,continuous task directed writing,accepted,codex_visual_direct,2026-07-22T20:48:44+09:00
Bec106577668c,focus,medium,seated attentive posture over open book with brief face touch,accepted,codex_visual_direct,2026-07-22T20:49:31+09:00
B4dc6c1cd3ffe,focus,medium,stable seated attention with open study book,accepted,codex_visual_direct,2026-07-22T20:49:31+09:00
B05a9ae4bf9ca,focus,medium,study posture continues despite brief eye rub,accepted,codex_visual_direct,2026-07-22T20:49:31+09:00
B4bc15e46f0d9,focus,medium,seated book work remains dominant through hand movements,accepted,codex_visual_direct,2026-07-22T20:49:31+09:00
B1765a2410f70,,,seated study posture transitions into leaving the frame,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B1ca7ca87c662,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B7c6cad256474,,,empty study area with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B53ee82fde97a,,,person absent throughout the interval,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B3b707194b7f0,,,no person appears in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B6458ade6a37e,,,empty desk scene cannot yield a person state,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B613dd2356a9a,,,person remains absent from the scene,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
Bbd5433cae5e4,,,no person visible in any sampled frame,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B871537aef7c3,,,empty scene with unattended open book,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B05053e98796f,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
Ba73ddf956be4,,,empty study area and no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B4f8a7978629e,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B6bb030367cbe,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
Bea722119ee82,,,empty scene prevents state assignment,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B26c48ba27c4e,,,unattended open book with no person present,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
B53871480e9b7,,,person absent throughout the sampled interval,ambiguous,codex_visual_direct,2026-07-22T20:49:31+09:00
Ba3550f1cf343,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
Bdb1ffbad2b24,,,empty study area with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
Bb146f6af6676,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B593e857f32f3,,,unattended open book and no person present,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
Bbdbab83f9fc3,,,no person visible in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
Bfd85ff77f514,,,empty scene prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
Bc852aa95b474,,,person absent from all frames,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B2b1afd69dfdb,,,empty study area,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B57d5d0b1b031,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B0d1ed39ee78c,,,person remains absent,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B1923827d883e,,,unattended open book without visible person,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B7ba09cb3c2b3,,,empty scene has no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B9aa6e69f862e,,,person absent throughout the interval,ambiguous,codex_visual_direct,2026-07-22T20:50:25+09:00
B07b7037d2e4b,unknown,high,camera is obstructed and scene is too dark,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
B4cce02b3cb5b,unknown,high,near black frames prevent observation,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
Be7210e7bf984,unknown,high,person and gaze are fully obscured,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
B53c4fb503256,unknown,high,dark obstructed frames contain no reliable cues,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
B1fd462c82952,unknown,high,scene is unobservable due to darkness,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
B10b043362507,unknown,high,camera obstruction prevents state judgment,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
Ba753ec695167,unknown,high,near black frames obscure person and behavior,accepted,codex_visual_direct,2026-07-22T20:50:25+09:00
B5ff17cfb64dd,unknown,high,dark obstructed scene prevents observation,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B79acc62da3dc,focus,medium,hands remain engaged with an open laptop despite blurred face view,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
Bdf5d69a319e8,focus,medium,continuous laptop interaction is task directed though face is blurred,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B302e52a79217,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
B0fc2cb9e45f1,,,empty scene with unattended open book,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
Bb05ab6ddeddb,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
B43818cb509eb,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
Be9346ad02984,,,empty study area prevents state assignment,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
Bd2cd77e46a84,,,unattended open book and no person present,ambiguous,codex_visual_direct,2026-07-22T20:51:22+09:00
B92b5c6bf97c4,unknown,high,lens obstruction makes person and behavior unobservable,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
Bca0da7bb3e2f,unknown,high,dark obstructed frames contain no usable cues,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B4a1ead4ed460,unknown,high,camera view is fully obscured,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
Bd5beec3b4242,unknown,high,near black frames prevent state judgment,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B897141fd2930,unknown,high,person and gaze are not visible,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B7cf4e5561691,unknown,high,camera obstruction prevents observation,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
Bd2962b16cdca,unknown,high,dark lens view contains no behavioral evidence,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B3abe2d29ab08,unknown,high,scene remains unobservable,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
Bbf3714adbf63,unknown,high,near black frames obscure all state cues,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B1d96e0573611,unknown,high,person cannot be seen due to camera obstruction,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B837e8611b535,unknown,high,dark obstructed scene prevents reliable judgment,accepted,codex_visual_direct,2026-07-22T20:51:22+09:00
B96298e0928b1,unknown,high,camera is obstructed and scene cannot be observed,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Becfe7a43f9f7,unknown,high,dark lens view prevents state judgment,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Bbe5c0472e6bd,unknown,high,person and behavior are fully obscured,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Bebe350ce09cb,unknown,high,near black frames contain no usable state cues,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B9a3d76579ec7,unknown,high,camera obstruction prevents reliable observation,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Ba26a8d7667b7,unknown,high,scene remains dark and unobservable,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B025115d6b980,unknown,high,person and gaze cannot be seen,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B9a45c0ed6012,unknown,high,obstructed dark view has no behavioral evidence,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B98b88ef5562f,unknown,high,near black frames prevent state assignment,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B0e6df4ece148,unknown,high,camera is covered and person is not visible,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B8c83e1a04e14,unknown,high,dark obstructed scene prevents observation,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B00d73b7c9a92,unknown,high,person and gaze are fully obscured,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B2a24d967c07a,unknown,high,near black frames contain no reliable cues,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B9613aa6aee17,unknown,high,camera obstruction prevents behavior judgment,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Bed12510f6767,unknown,high,scene is too dark and obstructed,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Bf1153e89ccce,unknown,high,person cannot be observed through covered lens,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B04879fb55140,unknown,high,dark lens view prevents reliable state detection,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B3b695f4a5d75,unknown,high,scene remains completely unobservable,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
Bf3a55c8f5671,unknown,high,camera obstruction obscures all behavior,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B41b440c096cf,focus,high,open book is read and handled across frames,accepted,codex_visual_direct,2026-07-22T20:52:20+09:00
B27baca660dc1,focus,high,open book reading and page handling continue,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Bbe7750ad7788,focus,high,continuous task directed book work,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B5cd5c443a3e7,focus,high,book reading and hand tracking remain active,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B32cfcb85603e,focus,high,sustained attentive reading posture,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B3f06516f89b2,focus,high,open book study continues throughout,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B6950eb240447,focus,high,reading remains directed at open book,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B53dce93c1224,focus,high,continuous book study and page handling,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Baf53fb57c486,focus,high,steady reading with hand on book,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Be51196803770,focus,high,task directed book reading throughout,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B019b84ce925f,focus,high,open book remains the sustained study target,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Bc5c28df6dcfd,focus,high,active book reading with page movement,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Bb6fca93f1c60,focus,high,steady study posture over open book,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Bf2b093b34fd5,focus,medium,book reading continues with brief ear touch,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B865febd73fd0,focus,high,continuous attentive book study,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B26dadc089e6e,focus,high,open book reading persists across frames,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B6630b192d77b,focus,high,task directed reading and page handling,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
Ba082d6cdb22a,focus,high,steady open book study,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B31b763b18bba,focus,high,book pages are actively handled while reading,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B841b6b7d3924,focus,medium,book study remains dominant with brief upward look,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B14214e50128f,focus,medium,reading continues despite brief face touch and head movement,accepted,codex_visual_direct,2026-07-22T20:53:18+09:00
B68c2651dd7ae,focus,medium,study book is repeatedly opened closed and handled,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B804d9be97660,focus,medium,book handling and reading activity remain task directed,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B865ad970b004,focus,medium,open and closed book transitions show continued study setup,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B014284ec7a27,focus,medium,hands remain engaged with study book,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B81ee20ce8f89,focus,medium,book handling continues despite brief body turn,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B1a47b5425492,,,person enters midway after an initially empty scene,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
Be8ce74e754ef,,,mostly empty scene with a brief pass through frame,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
Bad4c594c69a0,,,empty interval interrupted by brief close camera movement,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B7962224fc887,,,person absent with closed study material,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B3b5830947950,,,empty study area and no person visible,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B5d5042cfe9de,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B75907b23e590,,,unattended closed book with no person present,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B05d056d777e2,,,empty scene prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B6f3106ef8f9a,,,no person visible in the interval,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B2451f29ac09c,,,mostly empty scene with a brief partial entry,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B0555c2c0b141,,,camera close pass and person entry form a transition interval,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B31cb5a6ceefa,,,mixed entry and material movement without stable state,ambiguous,codex_visual_direct,2026-07-22T20:54:22+09:00
B66c650336426,unknown,high,camera is obstructed and scene is too dark,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B30a3b16f5885,unknown,high,near black frames prevent observation,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
B67309d0cbf96,unknown,high,person and behavior are fully obscured,accepted,codex_visual_direct,2026-07-22T20:54:22+09:00
Bd5eaa4f3849f,unknown,high,camera is obstructed and scene cannot be observed,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
B627bf5765fdc,unknown,high,near black frames prevent state judgment,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bfc5341bc5651,unknown,high,person and behavior are fully obscured,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bfb793b4fecc1,unknown,high,dark lens view contains no reliable cues,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bfd25b7b7a70a,unknown,high,camera obstruction prevents observation,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bb726bab2fccc,unknown,high,scene remains too dark to identify state,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
B9ad923faf896,unknown,high,person and gaze cannot be seen,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bc11cc5cb344c,unknown,high,near black obstructed frames prevent judgment,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
B717fb6fb455d,unknown,high,camera view is fully obscured,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bca7ed33ea0d7,unknown,high,dark frames contain no behavioral evidence,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
B44098786e7e3,unknown,high,person is not visible through obstruction,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
B6c247186f35b,unknown,high,scene is unobservable due to darkness,accepted,codex_visual_direct,2026-07-22T20:55:21+09:00
Bed9540f4c1cd,,,empty desk scene with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
B037c3764e526,,,person absent throughout the interval,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
B71f8fe609f4e,,,empty study area prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
B90f1a06bb577,,,no person visible in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
Bc3f1a999795b,,,person remains absent,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
Bf5a5bcb4e1c9,,,empty scene has no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
Be6c00e4791ad,,,person absent from all frames,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
Bf8b86af883a3,,,empty study area throughout,ambiguous,codex_visual_direct,2026-07-22T20:55:21+09:00
Bb5bc7466a3e7,,,empty desk scene with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B072bada974de,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B452b0ceb50db,,,empty study area prevents state assignment,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bb4cdcd5ff11c,,,no person visible in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bc073fa5e8aa4,,,person absent from all frames,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bbbabadb91e77,,,empty scene contains no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Beae37c9c25d3,,,no person present,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Be42ac786db31,,,person remains absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bf38c3abe477e,,,empty study area with no observable state,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bf15170bf6fb4,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B4a566463514c,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bc3286797015c,,,empty desk scene prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bcc4769e64ae1,,,no behavioral evidence because person is absent,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Bd9e3a823f57f,,,person not visible throughout interval,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B94fe166e83ef,,,empty study area,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B319bcfe653aa,,,person absent from all frames,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
Be54042519f06,,,empty scene with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B06cbb620f379,,,person remains absent,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B3b68802030bd,,,no person appears in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B6ffb61f159dc,,,empty desk scene cannot yield a state,ambiguous,codex_visual_direct,2026-07-22T20:56:16+09:00
B636d68399c19,,,empty desk scene with no person visible,ambiguous,codex_visual_direct,2026-07-22T20:57:20+09:00
Bcccc0986e73d,,,person enters late and only begins writing at the end,ambiguous,codex_visual_direct,2026-07-22T20:57:20+09:00
B84c460af0eba,focus,high,continuous worksheet reading and writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Bababe7127fe5,focus,high,active writing and page handling throughout,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Beac1d2795264,focus,high,steady task directed writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B3d286267b538,focus,high,worksheet reading and hand tracking continue,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B23c34720d1c8,focus,high,continuous book work and writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Bf63b1ae242e5,focus,high,head down while actively reading,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Bb298814099d3,focus,high,reading transitions into active writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B1e5f4eb2e2ce,,,mostly empty scene with study beginning only near the end,ambiguous,codex_visual_direct,2026-07-22T20:57:20+09:00
B3060f12d99a8,focus,high,continuous task directed writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B207b2feaa36f,focus,high,steady writing across frames,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Ba9b778347e03,focus,high,active worksheet writing continues,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B364ec0af27be,focus,high,head down over continuous writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B6a57d5db026e,focus,high,continuous task directed writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B11cfccb7750f,focus,high,book handling and writing remain task directed,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B9c7316197915,focus,medium,reading continues with a slight side head angle,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B50d09795b7cb,focus,high,continuous book reading and writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Bf7624958fab3,focus,high,steady task directed writing,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
B73b72e181c96,focus,high,open book reading remains sustained,accepted,codex_visual_direct,2026-07-22T20:57:20+09:00
Bc61eec2c9f81,focus,high,continuous open book reading,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B4057655cb575,focus,high,book reading and writing remain task directed,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B4e974bfbb90e,focus,high,steady writing in open book,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B57749d000345,focus,high,active page handling and writing,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B8370e8d9d2f8,focus,high,continuous task directed reading and writing,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
Bc48c472c015e,focus,high,head remains directed at open book,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B2241ca37cc21,focus,medium,book reading continues with brief head lift,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B7944329fa6f8,focus,high,continuous writing and reading,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
Bc62c788f3e6a,focus,high,head down over sustained book study,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B8913701a4041,focus,high,active writing remains task directed,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B4ef5322d68a0,focus,medium,book reading continues with brief hair touch,accepted,codex_visual_direct,2026-07-22T20:58:27+09:00
B6affd49597e2,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
Bad0762c27d84,,,empty study area with unattended book,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
B06dab825f8cc,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
Bc83829079050,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
B3ad79c3825c9,,,empty scene prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
Bc7bbaced7658,,,unattended open book and no person present,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
Bbeb8d47e0b9d,,,person remains absent,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
B04ff3420a7a3,,,empty study area contains no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
Bb3ea09da4b14,,,no person appears in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:58:27+09:00
B440e2b13375a,,,person absent from all sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
Be59b64b92b1f,,,empty study area with unattended book,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B3065d959478c,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B4870cbe4c069,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B3e0543ff299d,,,empty scene prevents person state assignment,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
Be0e9c5af29d8,,,unattended open book and no person present,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
Bceabc5410c1b,,,no person appears in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B81f98be7f1da,,,person remains absent,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B3724acb63fec,,,empty study area contains no behavioral evidence,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B734f0abe7d55,,,no person visible,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B7e256a36ea5c,,,person absent from all frames,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B009a9ac8041f,,,empty scene prevents state judgment,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
Be9a5bd89f913,,,unattended book with no visible person,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B30b49332fce5,,,person absent throughout,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B59439ec4b2aa,,,empty study area,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B901d3971681f,,,no person visible in sampled frames,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B42d41e15a039,,,person absent from the entire interval,ambiguous,codex_visual_direct,2026-07-22T20:59:30+09:00
B900b45b8feba,focus,high,sustained open book reading,accepted,codex_visual_direct,2026-07-22T20:59:30+09:00
B2cd752476a97,focus,high,continuous book reading and page handling,accepted,codex_visual_direct,2026-07-22T20:59:30+09:00
Baa9fc2bb117a,focus,medium,book study dominates before a brief side turn,accepted,codex_visual_direct,2026-07-22T20:59:30+09:00
Bffee9d076d50,focus,medium,book reading continues after a brief side glance,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B27d283aa2f29,focus,high,sustained open book reading,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B4faf7e8b0752,focus,high,continuous reading and page handling,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B9e2276589f19,focus,high,active book study throughout,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B1152effdbf5f,focus,high,steady reading with hands on book,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
Bb6b277e2f77e,focus,high,sustained book reading and page movement,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B12747cb99bd9,focus,high,continuous attentive reading,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
Bf9a084b6b05f,focus,high,book study remains task directed,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
Bec4c1f6f9489,focus,high,pages are handled while reading continues,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
Bd4f869838d91,focus,high,continuous open book study,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B138fd1eb8119,focus,high,active page turning and reading,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B077af2f5cb82,focus,medium,book handling continues despite sideward face angle,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B2afb94b13fbc,focus,high,sustained reading and page turning,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
B0d68604fa75d,focus,high,continuous task directed book study,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
Beddf4f1442f6,focus,medium,reading remains dominant with brief side glance,accepted,codex_visual_direct,2026-07-22T21:00:17+09:00
